"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0V680","2020-03-14 20:00:00","40.000","352.000","1.400","19.100","0.860","1012.000","","7.500","-99.000","-99.000","-99.000","23.800","","17.400",""
"C0F9U0","2020-03-14 20:00:00","74.000","40.000","2.100","18.000","0.590","1008.200","","7.000","-99.000","-99.000","-99.000","21.100","","16.200",""
"C0AI10","2020-03-14 20:00:00","76.000","159.000","0.500","13.900","0.920","1011.300","","11.500","-99.000","-99.000","-99.000","17.100","","13.800",""
"C0V530","2020-03-14 20:00:00","34.000","353.000","1.800","18.400","1.000","1012.700","","13.500","-99.000","-99.000","-99.000","22.400","","16.600",""
"C0R550","2020-03-14 20:00:00","38.000","354.000","1.400","18.900","1.000","1013.000","","4.500","-99.000","-99.000","-99.000","23.700","","18.100",""
"C0F9L0","2020-03-14 20:00:00","253.000","12.000","1.400","16.200","0.670","987.000","","5.000","-99.000","-99.000","-99.000","18.900","","14.700",""
"C0A950","2020-03-14 20:00:00","60.000","360.000","5.300","15.400","0.740","1014.300","","0.500","-99.000","-99.000","-99.000","16.200","","14.800",""
"C0R160","2020-03-14 20:00:00","45.000","357.000","0.600","18.200","0.990","1010.800","","26.000","-99.000","-99.000","-99.000","23.300","","17.300",""
"C0F9S0","2020-03-14 20:00:00","43.000","353.000","1.400","17.100","0.630","1012.400","","6.000","-99.000","-99.000","-99.000","20.900","","15.900",""
"C0M820","2020-03-14 20:00:00","980.000","212.000","1.900","16.100","0.920","907.100","","23.000","-99.000","-99.000","-99.000","19.600","","16.100",""
"C0R530","2020-03-14 20:00:00","16.000","351.000","2.400","19.700","0.870","1014.700","","4.500","-99.000","-99.000","-99.000","24.000","","18.600",""
"C0O840","2020-03-14 20:00:00","134.000","12.000","0.900","16.500","1.000","999.700","","16.000","-99.000","-99.000","-99.000","20.900","","15.500",""
"C0A890","2020-03-14 20:00:00","40.000","0.000","0.100","13.400","0.950","1015.700","","8.000","-99.000","-99.000","-99.000","17.100","","13.400",""
"C0T9H0","2020-03-14 20:00:00","725.000","38.000","4.500","10.100","0.990","937.600","","22.500","-99.000","-99.000","-99.000","17.000","","10.000",""
"C0R270","2020-03-14 20:00:00","51.000","352.000","0.900","19.600","1.000","1009.500","","3.500","-99.000","-99.000","-99.000","23.600","","18.800",""
"C0O980","2020-03-14 20:00:00","18.000","359.000","1.400","17.900","0.820","1016.200","","16.500","-99.000","-99.000","-99.000","22.000","","16.200",""
"C0T9I0","2020-03-14 20:00:00","152.000","332.000","0.900","14.500","0.880","1004.100","","11.000","-99.000","-99.000","-99.000","19.900","","14.500",""
"C0V760","2020-03-14 20:00:00","30.000","25.000","2.900","19.500","0.870","1013.700","","10.500","-99.000","-99.000","-99.000","23.800","","17.600",""
"C0AG90","2020-03-14 20:00:00","25.000","122.000","0.800","15.600","1.000","1018.400","","8.500","-99.000","-99.000","-99.000","18.100","","15.600",""
"C0R570","2020-03-14 20:00:00","37.000","81.000","1.100","19.400","0.930","1011.100","","10.500","-99.000","-99.000","-99.000","24.200","","18.600",""
"C0O900","2020-03-14 20:00:00","9.000","357.000","3.300","17.900","0.990","1016.200","","14.000","-99.000","-99.000","-99.000","21.800","","16.200",""
"C0AD00","2020-03-14 20:00:00","86.000","84.000","2.200","15.000","0.780","1010.800","","1.500","-99.000","-99.000","-99.000","17.100","","15.000",""
"C0V700","2020-03-14 20:00:00","24.000","12.000","0.900","19.800","0.820","1013.200","","3.500","-99.000","-99.000","-99.000","23.700","","18.200",""
"C0AH00","2020-03-14 20:00:00","38.000","110.000","1.800","15.200","0.740","1016.200","","3.000","-99.000","-99.000","-99.000","17.000","","14.600",""
"C0X080","2020-03-14 20:00:00","2.000","9.000","3.200","17.600","0.700","1016.900","","12.000","-99.000","-99.000","-99.000","21.500","","16.000",""
"C0G910","2020-03-14 20:00:00","42.000","8.000","2.400","17.100","0.600","1013.000","","4.000","-99.000","-99.000","-99.000","20.800","","15.500",""
"C0I480","2020-03-14 20:00:00","2165.000","0.000","0.000","8.400","0.990","788.700","","23.000","-99.000","-99.000","-99.000","11.600","","8.400",""
"C0A860","2020-03-14 20:00:00","362.000","34.000","2.600","11.500","1.000","978.300","","20.000","-99.000","-99.000","-99.000","14.400","","11.500",""
"C0U940","2020-03-14 20:00:00","25.000","260.000","2.200","14.200","0.810","1019.500","","5.500","-99.000","-99.000","-99.000","18.900","","14.200",""
"C0S970","2020-03-14 20:00:00","19.000","25.000","1.100","18.400","0.830","1016.900","","18.000","-99.000","-99.000","-99.000","22.900","","18.000",""
"C0V260","2020-03-14 20:00:00","126.000","210.000","1.400","17.700","0.990","1001.900","","20.500","-99.000","-99.000","-99.000","22.900","","17.500",""
"C0H990","2020-03-14 20:00:00","3076.000","208.000","9.400","3.500","0.990","704.400","","17.500","16.200","216.000","","6.900","","3.500",""
"C0F9K0","2020-03-14 20:00:00","30.000","24.000","3.500","16.200","0.630","1012.600","","2.000","-99.000","-99.000","-99.000","19.300","","15.300",""
"C0AH90","2020-03-14 20:00:00","660.000","233.000","0.600","9.900","0.870","947.800","","5.000","-99.000","-99.000","-99.000","15.900","","9.800",""
"C0W150","2020-03-14 20:00:00","42.000","81.000","3.600","15.600","0.770","1016.200","","1.000","-99.000","-99.000","-99.000","18.600","","15.400",""
"C0F000","2020-03-14 20:00:00","273.000","30.000","3.200","15.700","0.740","982.600","","6.500","9.600","56.000","","18.000","","13.200",""
"C0K410","2020-03-14 20:00:00","20.000","10.000","2.800","17.000","0.680","1014.200","","13.000","-99.000","-99.000","-99.000","21.100","","15.100",""
"C0R140","2020-03-14 20:00:00","740.000","338.000","1.100","15.100","1.000","934.800","","32.500","-99.000","-99.000","-99.000","19.900","","14.900",""
"C0V800","2020-03-14 20:00:00","256.000","0.000","0.200","18.500","0.990","985.200","","25.000","-99.000","-99.000","-99.000","22.900","","18.400",""
"C0S830","2020-03-14 20:00:00","288.000","35.000","2.600","14.700","0.930","988.400","","6.000","-99.000","-99.000","-99.000","20.100","","14.700",""
"C0S920","2020-03-14 20:00:00","98.000","251.000","0.400","17.000","0.960","1003.100","","38.500","-99.000","-99.000","-99.000","22.300","","17.000",""
"C0V640","2020-03-14 20:00:00","35.000","355.000","2.600","19.200","0.790","1012.900","","12.500","-99.000","-99.000","-99.000","22.800","","16.700",""
"C0AH80","2020-03-14 20:00:00","68.000","49.000","0.800","13.700","0.910","1012.300","","2.000","-99.000","-99.000","-99.000","16.700","","13.600",""
"C0K250","2020-03-14 20:00:00","12.000","18.000","2.900","16.500","0.710","1016.400","","6.500","-99.000","-99.000","-99.000","20.800","","15.200",""
"C0R840","2020-03-14 20:00:00","536.000","47.000","6.800","14.900","-99.000","956.500","","11.500","-99.000","-99.000","-99.000","19.700","","14.700",""
"C0I410","2020-03-14 20:00:00","180.000","6.000","0.900","16.700","0.760","996.000","","11.500","-99.000","-99.000","-99.000","20.900","","15.200",""
"C0M410","2020-03-14 20:00:00","245.000","167.000","0.700","17.100","0.980","984.400","","20.000","-99.000","-99.000","-99.000","21.100","","17.100",""
"C0F9Z0","2020-03-14 20:00:00","3193.000","294.000","7.200","3.500","0.840","694.500","","2.000","16.700","246.000","","7.300","","3.500",""
"C0G810","2020-03-14 20:00:00","26.000","359.000","1.200","17.800","0.670","1014.000","","8.000","-99.000","-99.000","-99.000","21.100","","15.900",""
"C0U650","2020-03-14 20:00:00","442.000","258.000","1.100","11.200","0.920","970.300","","15.500","-99.000","-99.000","-99.000","15.900","","11.000",""
"C0D660","2020-03-14 20:00:00","65.000","-99.000","-99.000","15.600","0.630","1011.500","","3.000","-99.000","-99.000","-99.000","17.200","","15.100",""
"C0E540","2020-03-14 20:00:00","32.000","48.000","4.200","15.700","0.640","1015.000","","1.500","-99.000","-99.000","-99.000","18.700","","15.400",""
"C0W170","2020-03-14 20:00:00","42.000","45.000","3.700","12.700","0.720","1015.900","","0.000","10.200","67.000","","14.800","","12.700",""
"C0Z150","2020-03-14 20:00:00","27.000","316.000","1.400","17.100","0.770","1017.700","","6.500","9.300","24.000","","20.800","","17.100",""
"C0S840","2020-03-14 20:00:00","22.000","291.000","1.100","17.300","0.960","1018.600","","22.500","-99.000","-99.000","-99.000","22.600","","17.300",""
"C0H9A0","2020-03-14 20:00:00","1595.000","30.000","0.500","12.600","0.980","846.800","","34.000","-99.000","-99.000","-99.000","14.700","","12.600",""
"C0Z300","2020-03-14 20:00:00","182.000","43.000","1.200","14.600","0.990","1000.600","","13.000","-99.000","-99.000","-99.000","20.600","","14.600",""
"C0G730","2020-03-14 20:00:00","27.000","15.000","3.100","16.300","0.690","1015.300","","1.000","-99.000","-99.000","-99.000","20.300","","15.100",""
"C0V730","2020-03-14 20:00:00","33.000","1.000","1.600","19.300","0.990","1013.600","","2.000","-99.000","-99.000","-99.000","24.300","","18.200",""
"C0SA00","2020-03-14 20:00:00","466.000","93.000","1.500","14.300","1.000","965.400","","32.000","-99.000","-99.000","-99.000","19.600","","14.300",""
"C0S900","2020-03-14 20:00:00","27.000","61.000","3.600","19.500","0.830","1015.700","","38.500","16.200","13.000","","24.300","","19.100",""
"C0C480","2020-03-14 20:00:00","105.000","101.000","0.400","14.500","0.720","1007.900","","9.000","-99.000","-99.000","-99.000","16.600","","14.400",""
"C0V720","2020-03-14 20:00:00","15.000","23.000","1.400","20.200","0.860","1015.100","","0.500","-99.000","-99.000","-99.000","25.300","","19.400",""
"C0UA60","2020-03-14 20:00:00","566.000","351.000","2.800","10.300","0.970","954.200","","9.500","-99.000","-99.000","-99.000","16.000","","10.200",""
"C0E610","2020-03-14 20:00:00","850.000","0.000","0.000","11.000","0.860","921.600","","1.500","-99.000","-99.000","-99.000","15.400","","10.600",""
"C0V610","2020-03-14 20:00:00","22.000","360.000","1.800","18.900","0.830","1014.300","","9.500","-99.000","-99.000","-99.000","23.100","","16.400",""
"C0Z310","2020-03-14 20:00:00","59.000","347.000","0.500","15.600","0.960","1013.700","","8.500","-99.000","-99.000","-99.000","20.000","","15.500",""
"C0S700","2020-03-14 20:00:00","507.000","61.000","1.900","12.500","1.000","962.100","","36.500","-99.000","-99.000","-99.000","18.600","","12.500",""
"C0T9G0","2020-03-14 20:00:00","605.000","43.000","1.200","11.100","0.990","952.800","","24.500","-99.000","-99.000","-99.000","17.400","","11.100",""
"C0U520","2020-03-14 20:00:00","517.000","229.000","0.300","10.700","0.990","963.900","","4.000","-99.000","-99.000","-99.000","16.400","","10.600",""
"C0E750","2020-03-14 20:00:00","62.000","36.000","2.100","15.800","0.610","1009.000","","1.500","7.800","13.000","","18.200","","15.000",""
"C0G660","2020-03-14 20:00:00","27.000","3.000","1.900","17.300","0.650","1015.300","","3.000","-99.000","-99.000","-99.000","21.000","","15.800",""
"C0W140","2020-03-14 20:00:00","21.000","70.000","4.300","15.300","0.740","1018.900","","1.000","-99.000","-99.000","-99.000","17.900","","14.700",""
"C0U720","2020-03-14 20:00:00","1260.000","46.000","0.300","6.700","1.000","890.600","","21.500","-99.000","-99.000","-99.000","14.200","","6.700",""
"C0R690","2020-03-14 20:00:00","248.000","23.000","2.100","16.900","0.980","988.100","","0.000","8.400","64.000","","21.100","","16.900",""
"C0X150","2020-03-14 20:00:00","18.000","22.000","2.800","18.100","0.760","1016.600","","10.500","-99.000","-99.000","-99.000","22.200","","16.100",""
"C0Z050","2020-03-14 20:00:00","830.000","154.000","0.300","11.000","0.990","927.200","","9.500","-99.000","-99.000","-99.000","17.600","","11.000",""
"C0I490","2020-03-14 20:00:00","1601.000","227.000","2.400","12.200","0.990","842.500","","35.000","-99.000","-99.000","-99.000","14.200","","11.600",""
"C0I090","2020-03-14 20:00:00","910.000","61.000","0.900","12.600","1.000","914.500","","21.500","-99.000","-99.000","-99.000","17.600","","12.600",""
"C0X240","2020-03-14 20:00:00","394.000","337.000","0.600","15.000","0.990","972.300","","17.000","-99.000","-99.000","-99.000","19.900","","14.800",""
"C0S990","2020-03-14 20:00:00","409.000","9.000","3.300","14.900","1.000","972.500","","27.500","-99.000","-99.000","-99.000","20.500","","14.900",""
"C0E850","2020-03-14 20:00:00","104.000","23.000","1.600","14.800","0.710","1005.900","","3.000","-99.000","-99.000","-99.000","17.400","","14.200",""
"C0T9B0","2020-03-14 20:00:00","558.000","0.000","0.200","11.800","1.000","956.800","","33.500","-99.000","-99.000","-99.000","17.400","","11.500",""
"C0G650","2020-03-14 20:00:00","34.000","18.000","0.700","17.500","0.670","1013.100","","11.500","-99.000","-99.000","-99.000","21.900","","16.300",""
"C0K580","2020-03-14 20:00:00","26.000","5.000","2.200","16.900","0.760","1015.900","","5.000","-99.000","-99.000","-99.000","21.300","","15.500",""
"C0X050","2020-03-14 20:00:00","25.000","352.000","4.300","17.700","0.800","1013.100","","15.500","-99.000","-99.000","-99.000","21.900","","16.100",""
"CM0100","2020-03-14 20:00:00","25.000","108.000","2.000","15.500","0.620","1016.700","","6.000","-99.000","-99.000","-99.000","18.100","","15.300",""
"C0AC70","2020-03-14 20:00:00","71.000","73.000","0.500","15.500","0.700","1012.400","","3.500","-99.000","-99.000","-99.000","17.300","","15.200",""
"CM0130","2020-03-14 20:00:00","11.000","352.000","6.200","18.400","0.660","1016.800","","8.000","-99.000","-99.000","-99.000","22.800","","16.800",""
"C0W110","2020-03-14 20:00:00","16.000","30.000","5.700","13.400","0.820","1020.300","","0.000","-99.000","-99.000","-99.000","14.200","","13.200",""
"C0R670","2020-03-14 20:00:00","26.000","80.000","5.800","19.400","0.770","1015.000","","0.000","12.300","78.000","","24.300","","19.200",""
"C0X120","2020-03-14 20:00:00","28.000","356.000","3.000","17.900","0.750","1015.100","","9.500","-99.000","-99.000","-99.000","21.800","","16.000",""
"C0R100","2020-03-14 20:00:00","1006.000","205.000","0.700","14.800","0.990","904.500","","38.000","-99.000","-99.000","-99.000","17.800","","14.800",""
"C0C700","2020-03-14 20:00:00","151.000","88.000","3.400","14.000","0.720","1002.700","","7.500","-99.000","-99.000","-99.000","15.900","","13.800",""
"C0W130","2020-03-14 20:00:00","18.000","27.000","7.100","19.100","0.670","1015.000","","7.000","17.400","40.000","","21.700","","17.700",""
"C0V660","2020-03-14 20:00:00","25.000","358.000","2.800","19.100","0.820","1014.300","","13.500","-99.000","-99.000","-99.000","23.300","","17.100",""
"C0G780","2020-03-14 20:00:00","27.000","1.000","2.100","17.200","0.630","1014.000","","5.000","-99.000","-99.000","-99.000","20.700","","15.700",""
"C0C590","2020-03-14 20:00:00","72.000","68.000","0.500","13.500","0.780","1011.000","","5.000","-99.000","-99.000","-99.000","17.100","","13.500",""
"C0I520","2020-03-14 20:00:00","3860.000","-99.000","-99.000","-0.200","0.910","640.200","","-99.000","-99.000","-99.000","-99.000","3.500","","-1.500",""
"C0M790","2020-03-14 20:00:00","15.000","16.000","2.700","16.900","0.660","1014.500","","14.500","-99.000","-99.000","-99.000","21.000","","15.100",""
"C0R130","2020-03-14 20:00:00","1040.000","269.000","0.900","14.700","0.970","898.500","","32.500","-99.000","-99.000","-99.000","18.300","","14.700",""
"C0AH30","2020-03-14 20:00:00","755.000","21.000","4.000","10.100","0.990","934.000","","22.500","-99.000","-99.000","-99.000","14.400","","9.800",""
"C0X170","2020-03-14 20:00:00","50.000","32.000","1.200","18.500","0.890","1010.700","","12.000","-99.000","-99.000","-99.000","22.600","","16.900",""
"C0K291","2020-03-14 20:00:00","8.000","8.000","4.000","17.600","0.700","1017.000","","10.500","11.300","25.000","","21.400","","15.500",""
"C0D480","2020-03-14 20:00:00","223.000","0.000","0.200","12.500","0.880","992.600","","8.000","-99.000","-99.000","-99.000","15.800","","12.300",""
"C0F0C0","2020-03-14 20:00:00","983.000","18.000","1.300","13.100","0.990","905.900","","16.000","-99.000","-99.000","-99.000","17.100","","12.300",""
"C0U860","2020-03-14 20:00:00","5.000","35.000","1.000","15.900","0.670","1021.200","","5.000","-99.000","-99.000","-99.000","19.600","","15.800",""
"C0UA50","2020-03-14 20:00:00","808.000","307.000","3.500","8.000","1.000","927.700","","19.500","-99.000","-99.000","-99.000","14.100","","8.000",""
"C0X320","2020-03-14 20:00:00","30.000","10.000","3.800","17.800","0.760","1013.000","","14.500","-99.000","-99.000","-99.000","21.800","","16.000",""
"C0T960","2020-03-14 20:00:00","120.000","281.000","0.300","15.000","0.990","1006.500","","24.000","-99.000","-99.000","-99.000","20.400","","15.000",""
"C0SA80","2020-03-14 20:00:00","136.000","0.000","0.000","16.800","0.990","1003.400","","20.000","-99.000","-99.000","-99.000","21.800","","16.800",""
"C0E780","2020-03-14 20:00:00","160.000","329.000","1.400","15.000","0.700","999.100","","2.500","-99.000","-99.000","-99.000","17.800","","14.300",""
"C0F9Q0","2020-03-14 20:00:00","149.000","337.000","3.400","17.000","0.590","998.600","","2.000","-99.000","-99.000","-99.000","19.200","","15.100",""
"C0F9X0","2020-03-14 20:00:00","166.000","33.000","3.100","15.800","0.700","998.000","","16.000","-99.000","-99.000","-99.000","18.600","","14.200",""
"C0F0D0","2020-03-14 20:00:00","3171.000","160.000","1.900","3.100","1.000","696.300","","8.500","-99.000","-99.000","-99.000","6.800","","3.100",""
"C0S730","2020-03-14 20:00:00","110.000","49.000","13.300","17.100","0.930","1005.600","","7.000","20.500","51.000","","22.300","","16.900",""
"C0T790","2020-03-14 20:00:00","2830.000","277.000","0.900","6.000","0.960","725.600","","18.000","9.000","265.000","","9.900","","5.800",""
"C0M830","2020-03-14 20:00:00","540.000","145.000","0.700","17.200","0.980","955.800","","28.500","-99.000","-99.000","-99.000","20.100","","17.100",""
"C0V750","2020-03-14 20:00:00","50.000","2.000","2.400","19.300","0.810","1012.300","","18.000","-99.000","-99.000","-99.000","23.000","","17.200",""
"C0K530","2020-03-14 20:00:00","12.000","32.000","4.400","17.500","0.660","1016.400","","6.500","10.700","23.000","","21.100","","15.700",""
"C0M780","2020-03-14 20:00:00","30.000","26.000","1.900","17.300","0.680","1014.100","","14.000","-99.000","-99.000","-99.000","21.300","","15.300",""
"C0V360","2020-03-14 20:00:00","94.000","345.000","0.900","16.900","0.990","1005.700","","13.500","-99.000","-99.000","-99.000","21.700","","16.800",""
"C0K510","2020-03-14 20:00:00","10.000","4.000","2.900","17.100","0.670","1015.600","","13.500","-99.000","-99.000","-99.000","21.200","","15.100",""
"C0D650","2020-03-14 20:00:00","97.000","84.000","3.300","14.700","0.680","1008.200","","5.000","-99.000","-99.000","-99.000","16.600","","14.600",""
"C0V630","2020-03-14 20:00:00","19.000","359.000","2.900","18.400","0.720","1014.700","","13.000","-99.000","-99.000","-99.000","22.200","","16.400",""
"C0U910","2020-03-14 20:00:00","17.000","297.000","2.400","15.700","0.710","1019.300","","3.000","-99.000","-99.000","-99.000","19.400","","15.400",""
"C0U600","2020-03-14 20:00:00","10.000","294.000","0.500","14.600","0.830","1019.700","","1.000","-99.000","-99.000","-99.000","19.900","","14.600",""
"C0G820","2020-03-14 20:00:00","29.000","19.000","0.500","17.000","0.720","1013.900","","3.000","-99.000","-99.000","-99.000","21.400","","15.600",""
"C0R590","2020-03-14 20:00:00","72.000","13.000","1.000","18.100","0.990","1008.100","","22.000","-99.000","-99.000","-99.000","23.300","","17.400",""
"C0A9E0","2020-03-14 20:00:00","26.000","138.000","0.900","15.500","0.670","1018.400","","2.000","-99.000","-99.000","-99.000","17.500","","15.500",""
"CM0120","2020-03-14 20:00:00","4.000","41.000","6.200","18.000","0.620","1017.200","","3.500","13.100","41.000","","21.700","","16.600",""
"C0G760","2020-03-14 20:00:00","53.000","8.000","0.600","16.800","0.810","1013.800","","3.500","-99.000","-99.000","-99.000","21.000","","15.600",""
"C0K450","2020-03-14 20:00:00","35.000","353.000","4.000","17.000","0.620","1012.600","","13.000","-99.000","-99.000","-99.000","21.100","","15.300",""
"C0E820","2020-03-14 20:00:00","220.000","38.000","1.600","13.800","0.770","992.500","","4.000","-99.000","-99.000","-99.000","17.000","","13.400",""
"C0A530","2020-03-14 20:00:00","300.000","0.000","0.000","11.900","0.990","985.900","","10.500","-99.000","-99.000","-99.000","16.000","","11.900",""
"C0M520","2020-03-14 20:00:00","15.000","20.000","3.500","17.200","0.670","1015.000","","12.000","-99.000","-99.000","-99.000","21.300","","15.200",""
"C0K240","2020-03-14 20:00:00","1132.000","343.000","0.800","13.300","0.990","893.100","","25.000","-99.000","-99.000","-99.000","17.600","","13.000",""
"C0V210","2020-03-14 20:00:00","734.000","233.000","1.900","17.100","0.950","934.200","","19.500","-99.000","-99.000","-99.000","19.900","","17.100",""
"C0Z320","2020-03-14 20:00:00","646.000","0.000","0.000","11.900","1.000","945.900","","17.500","-99.000","-99.000","-99.000","17.900","","11.900",""
"C0R600","2020-03-14 20:00:00","766.000","267.000","1.300","16.500","0.990","929.400","","32.000","-99.000","-99.000","-99.000","21.700","","16.500",""
"C0C650","2020-03-14 20:00:00","208.000","76.000","2.200","13.300","0.730","995.300","","10.000","-99.000","-99.000","-99.000","15.200","","12.800",""
"C0F9I0","2020-03-14 20:00:00","194.000","10.000","2.600","15.200","0.720","993.600","","6.500","-99.000","-99.000","-99.000","18.500","","14.200",""
"C0T820","2020-03-14 20:00:00","550.000","130.000","0.700","13.600","0.830","959.500","","6.500","-99.000","-99.000","-99.000","18.500","","13.600",""
"C0S890","2020-03-14 20:00:00","238.000","1.000","2.200","15.200","0.930","995.200","","10.500","-99.000","-99.000","-99.000","20.700","","15.200",""
"C0G840","2020-03-14 20:00:00","32.000","13.000","1.200","16.500","0.720","1012.800","","2.000","-99.000","-99.000","-99.000","20.700","","15.500",""
"C0V710","2020-03-14 20:00:00","34.000","334.000","1.700","20.100","0.800","1012.400","","2.000","-99.000","-99.000","-99.000","24.100","","18.400",""
"C0X140","2020-03-14 20:00:00","17.000","13.000","1.200","18.400","0.720","1014.900","","10.000","-99.000","-99.000","-99.000","22.500","","16.500",""
"C0C680","2020-03-14 20:00:00","228.000","123.000","2.100","12.900","0.770","991.900","","5.000","-99.000","-99.000","-99.000","15.000","","12.800",""
"C0D360","2020-03-14 20:00:00","523.000","0.000","0.000","11.900","0.970","957.300","","9.500","-99.000","-99.000","-99.000","15.800","","11.500",""
"C0C710","2020-03-14 20:00:00","143.000","127.000","2.400","14.400","0.690","1003.900","","18.000","-99.000","-99.000","-99.000","16.800","","13.400",""
"C0Z190","2020-03-14 20:00:00","62.000","186.000","1.900","16.700","0.940","1012.400","","5.500","-99.000","-99.000","-99.000","20.800","","16.500",""
"C0Z020","2020-03-14 20:00:00","211.000","38.000","4.900","14.200","0.990","994.800","","8.000","-99.000","-99.000","-99.000","20.400","","14.200",""
"C0I380","2020-03-14 20:00:00","258.000","0.000","0.000","16.100","0.950","986.400","","16.000","-99.000","-99.000","-99.000","21.000","","15.600",""
"C0Z220","2020-03-14 20:00:00","589.000","0.000","0.200","11.800","1.000","952.900","","23.500","-99.000","-99.000","-99.000","17.500","","11.600",""
"C0R220","2020-03-14 20:00:00","23.000","288.000","0.800","18.800","1.000","1014.300","","3.500","-99.000","-99.000","-99.000","23.500","","18.700",""
"C0A870","2020-03-14 20:00:00","685.000","78.000","5.400","9.900","1.000","939.300","","10.000","-99.000","-99.000","-99.000","12.900","","9.000",""
"C0V670","2020-03-14 20:00:00","20.000","341.000","2.800","19.500","0.800","1014.400","","6.000","-99.000","-99.000","-99.000","23.800","","17.500",""
"C0G770","2020-03-14 20:00:00","15.000","18.000","1.100","17.900","0.600","1015.600","","4.000","-99.000","-99.000","-99.000","21.200","","16.300",""
"C0C540","2020-03-14 20:00:00","46.000","80.000","2.500","14.200","0.740","1014.900","","4.500","-99.000","-99.000","-99.000","17.600","","13.500",""
"C0F9O0","2020-03-14 20:00:00","175.000","0.000","0.100","16.700","0.710","996.100","","11.500","-99.000","-99.000","-99.000","20.200","","15.100",""
"C0S750","2020-03-14 21:00:00","2280.000","172.000","0.400","7.900","0.960","773.800","","29.000","-99.000","-99.000","-99.000","11.400","","6.900",""
"C0R650","2020-03-14 21:00:00","29.000","357.000","0.600","18.900","0.990","1015.600","","5.500","-99.000","-99.000","-99.000","23.500","","18.700",""
"C0E740","2020-03-14 21:00:00","27.000","50.000","1.200","15.600","0.670","1010.000","","1.500","-99.000","-99.000","-99.000","18.100","","15.100",""
"C0AI20","2020-03-14 21:00:00","25.000","102.000","3.400","15.100","0.680","1018.600","","1.000","-99.000","-99.000","-99.000","17.000","","15.100",""
"C0E550","2020-03-14 21:00:00","84.000","50.000","2.500","15.100","0.590","1009.600","","5.000","-99.000","-99.000","-99.000","17.800","","14.300",""
"C0X060","2020-03-14 21:00:00","19.000","5.000","2.500","17.200","0.710","1017.600","","10.500","-99.000","-99.000","-99.000","21.500","","15.900",""
"C0R510","2020-03-14 21:00:00","31.000","336.000","1.700","19.300","0.880","1014.600","","2.500","-99.000","-99.000","-99.000","23.800","","18.600",""
"C0AC60","2020-03-14 21:00:00","55.000","88.000","1.400","15.300","0.640","1014.600","","10.000","-99.000","-99.000","-99.000","17.500","","14.500",""
"C0UA70","2020-03-14 21:00:00","547.000","289.000","1.600","9.600","0.990","958.600","","6.000","-99.000","-99.000","-99.000","14.300","","9.600",""
"C0G740","2020-03-14 21:00:00","24.000","2.000","2.100","17.000","0.630","1015.800","","2.500","-99.000","-99.000","-99.000","20.800","","15.900",""
"C0F9N0","2020-03-14 21:00:00","75.000","179.000","0.900","18.000","0.660","1008.600","","6.000","-99.000","-99.000","-99.000","22.300","","17.000",""
"C0F9T0","2020-03-14 21:00:00","111.000","312.000","1.500","16.300","0.650","1003.600","","19.500","-99.000","-99.000","-99.000","19.700","","15.000",""
"C0S710","2020-03-14 21:00:00","382.000","23.000","3.400","13.700","0.960","976.900","","19.500","-99.000","-99.000","-99.000","19.700","","13.700",""
"C0M680","2020-03-14 21:00:00","37.000","343.000","1.600","17.000","0.700","1015.600","","17.500","-99.000","-99.000","-99.000","21.400","","15.400",""
"C0X220","2020-03-14 21:00:00","26.000","353.000","4.000","17.500","0.620","1015.100","","11.000","-99.000","-99.000","-99.000","21.300","","15.300",""
"C0R560","2020-03-14 21:00:00","22.000","323.000","2.000","19.000","0.880","1015.700","","2.500","-99.000","-99.000","-99.000","24.000","","18.200",""
"C0F9P0","2020-03-14 21:00:00","26.000","32.000","2.300","16.600","0.630","1015.500","","5.500","-99.000","-99.000","-99.000","19.700","","15.500",""
"C0O970","2020-03-14 21:00:00","71.000","312.000","1.400","17.500","0.810","1009.900","","15.500","-99.000","-99.000","-99.000","21.700","","16.400",""
"C0F0B0","2020-03-14 21:00:00","311.000","125.000","2.300","16.300","0.630","981.200","","8.500","-99.000","-99.000","-99.000","18.700","","14.400",""
"C0R700","2020-03-14 21:00:00","19.000","58.000","7.200","20.000","0.700","1015.700","","0.000","13.900","70.000","","24.000","","19.000",""
"C0R620","2020-03-14 21:00:00","34.000","33.000","6.000","19.800","0.890","1014.800","","0.000","13.200","33.000","","23.200","","19.400",""
"C0C660","2020-03-14 21:00:00","176.000","55.000","3.000","14.400","0.710","999.900","","6.500","-99.000","-99.000","-99.000","16.000","","13.900",""
"C0SA10","2020-03-14 21:00:00","411.000","71.000","0.500","13.200","1.000","972.700","","25.500","-99.000","-99.000","-99.000","20.000","","13.200",""
"C0G800","2020-03-14 21:00:00","15.000","21.000","2.700","16.500","0.670","1016.200","","6.000","-99.000","-99.000","-99.000","20.100","","15.400",""
"C0U890","2020-03-14 21:00:00","116.000","242.000","1.100","14.200","0.990","1009.400","","5.500","-99.000","-99.000","-99.000","18.400","","14.200",""
"C0F860","2020-03-14 21:00:00","2215.000","214.000","1.200","9.500","1.000","780.800","","14.500","-99.000","-99.000","-99.000","12.900","","9.500",""
